component_id,node_count,user_count,merchant_count,transaction_count,transaction_value,chargeback_transactions,fraud_chargeback_transactions,chargeback_ratio,max_risk_score,identity_anomaly_transactions,repeated_chargeback_user_transactions,high_chargeback_merchant_transactions,network_risk_score,network_activity_flag
1085,3,2,1,2,6240.66,1,0,0.5,15.0,0.0,0,0,17.5,1
1086,5,4,1,4,33279.32,0,0,0.0,0.0,0.0,0,0,0.0,1
1087,10,7,3,9,99260.22,2,0,0.2222222222222222,25.0,0.0,0,0,32.5,1
1088,6,5,1,5,54343.19,0,0,0.0,5.0,0.0,0,0,2.5,1
1089,4,3,1,3,32083.22,0,0,0.0,5.0,0.0,0,0,2.5,1
1090,3,2,1,2,15420.789999999999,0,0,0.0,0.0,0.0,0,0,0.0,1
1091,5,4,1,4,35541.28,0,0,0.0,0.0,0.0,0,0,0.0,1
1092,9,7,2,8,108726.61,3,0,0.375,35.0,2.0,1,5,77.5,1
1093,5,4,1,4,65188.770000000004,1,0,0.25,15.0,0.0,0,0,17.5,1
1094,4,3,1,3,19054.17,0,0,0.0,5.0,0.0,0,0,2.5,1
1095,9,7,2,8,104877.93,0,0,0.0,5.0,0.0,0,0,2.5,1
1096,4,3,1,3,1328.0599999999995,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
1097,3,2,1,2,20432.38,0,0,0.0,0.0,0.0,0,0,0.0,1
1098,3,2,1,2,30624.72,0,0,0.0,0.0,0.0,0,0,0.0,1
1099,3,2,1,2,18981.09,0,0,0.0,0.0,0.0,0,0,0.0,1
1100,2,1,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0
1101,3,2,1,2,27301.58,0,0,0.0,0.0,0.0,0,0,0.0,1
1102,5,4,1,4,40734.15,1,0,0.25,15.0,0.0,0,0,17.5,1
1103,8,6,2,7,46400.12,1,0,0.14285714285714285,15.0,0.0,0,0,17.5,1
1104,4,3,1,3,53342.65,0,0,0.0,0.0,0.0,0,0,0.0,1
1105,3,2,1,2,32659.72,0,0,0.0,0.0,0.0,0,0,0.0,1
1106,2,1,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0
1107,7,4,3,6,78474.7,0,0,0.0,15.0,3.0,0,0,22.5,1
1108,3,2,1,2,18234.17,0,0,0.0,0.0,0.0,0,0,0.0,1
1109,6,4,2,5,22543.26,1,1,0.2,50.0,0.0,0,0,65.0,1
1110,17,12,5,16,104046.42,1,0,0.0625,15.0,0.0,0,0,17.5,1
1111,3,2,1,2,39724.29,1,0,0.5,15.0,0.0,0,0,17.5,1
1112,2,1,1,1,23053.1,0,0,0.0,2.0,0.0,0,0,1.0,0
1113,2,1,1,1,8352.45,0,0,0.0,0.0,0.0,0,0,0.0,0
1114,4,3,1,3,46967.24,0,0,0.0,15.0,1.0,0,0,12.5,1
1115,2,1,1,1,10086.16,0,0,0.0,0.0,0.0,0,0,0.0,0
1116,3,2,1,2,4275.58,0,0,0.0,0.0,0.0,0,0,0.0,1
1117,6,4,2,5,37288.08,1,0,0.2,15.0,0.0,0,0,17.5,1
1118,6,4,2,5,71590.89,0,0,0.0,0.0,0.0,0,0,0.0,1
1119,4,3,1,3,37622.619999999995,0,0,0.0,2.0,0.0,0,0,1.0,1
1120,4,3,1,3,29354.739999999998,0,0,0.0,0.0,0.0,0,0,0.0,1
1121,3,1,2,2,42905.56,1,0,0.5,15.0,0.0,0,0,17.5,0
1122,4,3,1,3,32052.64,1,1,0.3333333333333333,45.0,0.0,0,0,62.5,1
1123,4,3,1,3,12973.839999999998,0,0,0.0,15.0,1.0,0,0,12.5,1
1124,14,9,5,13,133739.52,3,0,0.23076923076923078,18.0,0.0,0,0,39.0,1
1125,4,3,1,3,23601.78,0,0,0.0,0.0,0.0,0,0,0.0,1
1126,9,7,2,8,86571.47,1,1,0.125,45.0,0.0,0,0,62.5,1
1127,3,2,1,2,32127.37,0,0,0.0,0.0,0.0,0,0,0.0,1
1128,3,2,1,2,21155.58,0,0,0.0,0.0,0.0,0,0,0.0,1
1129,8,6,2,7,65943.95,2,0,0.2857142857142857,15.0,0.0,0,0,27.5,1
1130,7,6,1,6,63243.38,0,0,0.0,0.0,0.0,0,0,0.0,1
1131,2,1,1,1,14371.83,0,0,0.0,0.0,0.0,0,0,0.0,0
1132,18,14,4,17,191673.05,2,1,0.11764705882352941,55.0,2.0,2,0,97.5,1
1133,3,2,1,2,17740.46,0,0,0.0,0.0,0.0,0,0,0.0,1
1134,4,3,1,3,53876.65,0,0,0.0,0.0,0.0,0,0,0.0,1
1135,4,2,2,3,14568.91,0,0,0.0,0.0,0.0,0,0,0.0,1
1136,3,2,1,2,15994.43,0,0,0.0,0.0,0.0,0,0,0.0,1
1137,6,5,1,5,25141.809999999998,0,0,0.0,15.0,1.0,0,0,12.5,1
1138,2,1,1,1,18910.73,0,0,0.0,0.0,0.0,0,0,0.0,0
1139,5,4,1,4,43178.869999999995,0,0,0.0,5.0,0.0,0,0,2.5,1
1140,3,2,1,2,10299.57,0,0,0.0,0.0,0.0,0,0,0.0,1
1141,3,2,1,2,36470.71,1,1,0.5,47.0,0.0,0,0,63.5,1
1142,8,6,2,7,98969.37,1,0,0.14285714285714285,18.0,0.0,0,0,19.0,1
1143,7,5,2,6,58284.83,2,0,0.3333333333333333,20.0,0.0,0,0,30.0,1
1144,2,1,1,1,1784.98,0,0,0.0,0.0,0.0,0,0,0.0,0
1145,5,4,1,4,52985.649999999994,2,0,0.5,15.0,0.0,0,0,27.5,1
1146,6,5,1,5,39334.38,0,0,0.0,0.0,0.0,0,0,0.0,1
1147,9,7,2,8,103685.78,1,1,0.125,45.0,2.0,0,0,72.5,1
1148,3,2,1,2,13044.04,0,0,0.0,0.0,0.0,0,0,0.0,1
1149,5,3,2,4,16350.44,0,0,0.0,20.0,1.0,0,0,15.0,1
1150,3,2,1,2,11794.85,0,0,0.0,0.0,0.0,0,0,0.0,1
1151,3,2,1,2,5950.410000000001,0,0,0.0,0.0,0.0,0,0,0.0,1
1152,4,3,1,3,34941.89,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
1153,4,2,2,3,21998.18,0,0,0.0,0.0,0.0,0,0,0.0,1
1154,4,3,1,3,30989.4,0,0,0.0,0.0,0.0,0,0,0.0,1
1155,17,13,4,16,181909.57,4,0,0.25,33.0,1.0,1,0,66.5,1
1156,4,2,2,3,36931.259999999995,0,0,0.0,0.0,0.0,0,0,0.0,1
1157,13,8,5,12,146670.24,3,1,0.25,45.0,1.0,0,0,87.5,1
1158,2,1,1,1,2707.03,0,0,0.0,0.0,0.0,0,0,0.0,0
1159,6,5,1,5,52044.53,0,0,0.0,0.0,0.0,0,0,0.0,1
1160,4,3,1,3,39477.490000000005,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
1161,3,2,1,2,13233.260000000002,0,0,0.0,0.0,0.0,0,0,0.0,1
1162,5,4,1,4,27173.21,0,0,0.0,0.0,0.0,0,0,0.0,1
1163,3,2,1,2,13627.25,1,0,0.5,15.0,0.0,0,0,17.5,1
1164,3,2,1,2,33280.97,1,0,0.5,15.0,0.0,0,0,17.5,1
1165,6,4,2,5,29811.22,0,0,0.0,5.0,0.0,0,0,2.5,1
1166,5,4,1,4,68884.54000000001,3,2,0.75,55.0,1.0,0,4,134.5,1
1167,2,1,1,1,17495.37,0,0,0.0,0.0,0.0,0,0,0.0,0
1168,3,2,1,2,4644.570000000001,0,0,0.0,0.0,0.0,0,0,0.0,1
1169,4,3,1,3,39847.990000000005,0,0,0.0,5.0,0.0,0,0,2.5,1
1170,5,4,1,4,39786.92,1,1,0.25,45.0,1.0,0,0,67.5,1
1171,5,4,1,4,21392.620000000003,0,0,0.0,0.0,0.0,0,0,0.0,1
1172,5,4,1,4,62025.78,0,0,0.0,5.0,0.0,0,0,2.5,1
1173,3,2,1,2,7302.66,0,0,0.0,0.0,0.0,0,0,0.0,1
1174,5,4,1,4,62024.13,0,0,0.0,0.0,0.0,0,0,0.0,1
1175,4,3,1,3,41177.44,2,2,0.6666666666666666,45.0,0.0,0,0,102.5,1
1176,3,2,1,2,17484.08,1,0,0.5,15.0,0.0,0,0,17.5,1
1177,10,7,3,9,97317.36,0,0,0.0,20.0,1.0,0,0,15.0,1
1178,4,3,1,3,30266.399999999998,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
1179,3,2,1,2,28445.72,0,0,0.0,0.0,0.0,0,0,0.0,1
1180,12,7,5,11,34213.05,0,0,0.0,0.0,0.0,0,0,0.0,1
1181,4,3,1,3,38530.14,0,0,0.0,3.0,0.0,0,0,1.5,1
1182,3,2,1,2,14381.73,0,0,0.0,0.0,0.0,0,0,0.0,1
1183,4,3,1,3,24496.55,0,0,0.0,15.0,1.0,0,0,12.5,1
1184,13,9,4,12,136253.91,2,2,0.16666666666666666,55.0,0.0,2,0,117.5,1
1185,3,2,1,2,22965.800000000003,1,0,0.5,15.0,0.0,0,0,17.5,1
1186,3,2,1,2,32856.39,1,1,0.5,45.0,0.0,0,0,62.5,1
1187,5,4,1,4,49885.32000000001,0,0,0.0,0.0,0.0,0,0,0.0,1
1188,6,4,2,5,70932.88,1,0,0.2,15.0,0.0,0,0,17.5,1
1189,2,1,1,1,7245.67,0,0,0.0,0.0,0.0,0,0,0.0,0
1190,3,2,1,2,20823.4,0,0,0.0,0.0,0.0,0,0,0.0,1
1191,7,5,2,6,52327.32,2,0,0.3333333333333333,25.0,0.0,2,0,42.5,1
1192,5,4,1,4,49673.65,1,0,0.25,17.0,0.0,0,0,18.5,1
1193,3,2,1,2,5820.32,1,1,0.5,45.0,0.0,0,0,62.5,1
1194,4,3,1,3,37891.72,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
1195,3,2,1,2,26732.239999999998,0,0,0.0,0.0,0.0,0,0,0.0,1
1196,3,2,1,2,5356.9,0,0,0.0,0.0,0.0,0,0,0.0,1
1197,7,5,2,6,53495.5,2,1,0.3333333333333333,45.0,0.0,0,0,72.5,1
1198,7,5,2,6,81303.48000000001,0,0,0.0,18.0,1.0,0,0,14.0,1
1199,2,1,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0
1200,9,6,3,8,72518.35,1,1,0.125,50.0,0.0,0,0,65.0,1
1201,5,4,1,4,53357.549999999996,0,0,0.0,0.0,0.0,0,0,0.0,1
1202,12,9,3,11,129764.83,2,0,0.18181818181818182,15.0,0.0,0,0,27.5,1
1203,14,10,4,13,153535.89,2,2,0.15384615384615385,57.0,0.0,2,0,118.5,1
1204,10,7,3,9,141855.30000000002,2,1,0.2222222222222222,68.0,0.0,2,4,106.0,1
1205,6,5,1,5,42242.81,1,1,0.2,50.0,0.0,0,0,65.0,1
1206,5,4,1,4,37806.65,1,1,0.25,45.0,0.0,0,0,62.5,1
1207,3,2,1,2,27411.7,0,0,0.0,0.0,0.0,0,0,0.0,1
1208,3,2,1,2,25466.589999999997,0,0,0.0,15.0,1.0,0,0,12.5,1
1209,3,2,1,2,35475.17,1,1,0.5,45.0,0.0,0,0,62.5,1
1210,4,3,1,3,22306.46,0,0,0.0,0.0,0.0,0,0,0.0,1
1211,3,2,1,2,20749.28,0,0,0.0,2.0,0.0,0,0,1.0,1
1212,13,10,3,12,102739.23,2,0,0.16666666666666666,15.0,0.0,0,0,27.5,1
1213,6,4,2,5,71420.35,1,0,0.2,15.0,2.0,0,0,27.5,1
1214,11,8,3,10,120173.48,0,0,0.0,5.0,0.0,0,0,2.5,1
1215,12,9,3,11,98835.82,0,0,0.0,5.0,0.0,0,0,2.5,1
1216,3,2,1,2,26627.88,0,0,0.0,0.0,0.0,0,0,0.0,1
1217,3,2,1,2,32217.85,0,0,0.0,0.0,0.0,0,0,0.0,1
1218,3,2,1,2,24854.22,0,0,0.0,0.0,0.0,0,0,0.0,1
1219,4,3,1,3,44658.32,0,0,0.0,5.0,0.0,0,0,2.5,1
1220,3,2,1,2,18877.75,0,0,0.0,15.0,1.0,0,0,12.5,1
1221,4,3,1,3,36675.06,0,0,0.0,5.0,0.0,0,0,2.5,1
1222,16,12,4,15,182841.07,1,0,0.06666666666666667,15.0,0.0,0,0,17.5,1
1223,2,1,1,1,6357.99,0,0,0.0,5.0,0.0,0,0,2.5,0
1224,4,3,1,3,22240.37,1,1,0.3333333333333333,45.0,0.0,0,0,62.5,1
1225,3,2,1,2,18751.91,1,0,0.5,15.0,0.0,0,0,17.5,1
1226,3,2,1,2,24683.96,1,1,0.5,45.0,0.0,0,0,62.5,1
1227,6,5,1,5,49089.29,0,0,0.0,3.0,0.0,0,0,1.5,1
1228,4,3,1,3,17102.25,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
1229,9,7,2,8,64265.600000000006,1,0,0.125,25.0,0.0,0,0,22.5,1
1230,4,3,1,3,62297.369999999995,1,1,0.3333333333333333,60.0,1.0,0,0,75.0,1
1231,6,5,1,5,36681.35,0,0,0.0,5.0,0.0,0,0,2.5,1
1232,5,4,1,4,56003.97,0,0,0.0,0.0,0.0,0,0,0.0,1
1233,21,14,7,20,244520.49,4,0,0.2,25.0,0.0,5,0,77.5,1
1234,3,2,1,2,21559.85,0,0,0.0,0.0,0.0,0,0,0.0,1
1235,11,7,4,10,53956.58,0,0,0.0,0.0,0.0,0,0,0.0,1
1236,4,3,1,3,41099.8,0,0,0.0,15.0,1.0,0,0,12.5,1
1237,8,6,2,7,62270.479999999996,0,0,0.0,0.0,0.0,0,0,0.0,1
1238,7,5,2,6,52657.47,1,0,0.16666666666666666,20.0,1.0,0,0,25.0,1
1239,5,4,1,4,69784.44,1,0,0.25,15.0,0.0,0,0,17.5,1
1240,5,3,2,4,49101.53999999999,0,0,0.0,0.0,0.0,0,0,0.0,1
1241,6,4,2,5,24358.36,1,0,0.2,15.0,1.0,0,0,22.5,1
1242,5,3,2,4,61256.340000000004,0,0,0.0,15.0,1.0,0,0,12.5,1
1243,3,2,1,2,22788.01,0,0,0.0,5.0,0.0,0,0,2.5,1
1244,4,3,1,3,34350.18,0,0,0.0,0.0,0.0,0,0,0.0,1
1245,3,2,1,2,15319.91,0,0,0.0,0.0,0.0,0,0,0.0,1
1246,5,3,2,4,41392.0,0,0,0.0,3.0,0.0,0,0,1.5,1
1247,3,2,1,2,34423.82,0,0,0.0,0.0,0.0,0,0,0.0,1
1248,3,2,1,2,34534.17,0,0,0.0,0.0,0.0,0,0,0.0,1
1249,3,2,1,2,33698.71,0,0,0.0,0.0,0.0,0,0,0.0,1
1250,3,2,1,2,22599.23,1,1,0.5,45.0,0.0,0,0,62.5,1
1251,5,4,1,4,58258.130000000005,0,0,0.0,0.0,0.0,0,0,0.0,1
1252,5,3,2,4,13673.960000000001,0,0,0.0,15.0,1.0,0,0,12.5,1
1253,6,5,1,5,56422.82,0,0,0.0,0.0,0.0,0,0,0.0,1
1254,5,4,1,4,81786.16,0,0,0.0,3.0,0.0,0,0,1.5,1
1255,3,2,1,2,17896.07,0,0,0.0,0.0,0.0,0,0,0.0,1
1256,4,3,1,3,42899.57,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
1257,4,3,1,3,22543.29,0,0,0.0,0.0,0.0,0,0,0.0,1
1258,5,4,1,4,69352.18000000001,0,0,0.0,0.0,0.0,0,0,0.0,1
1259,6,4,2,5,43781.77,1,0,0.2,15.0,0.0,0,0,17.5,1
1260,5,4,1,4,37405.03,2,2,0.5,50.0,0.0,0,0,105.0,1
1261,3,2,1,2,4721.63,0,0,0.0,0.0,0.0,0,0,0.0,1
1262,12,8,4,11,116289.37,0,0,0.0,5.0,0.0,0,0,2.5,1
1263,18,13,5,17,196614.3,2,0,0.11764705882352941,15.0,1.0,0,0,32.5,1
1264,5,4,1,4,70094.53,1,0,0.25,20.0,0.0,0,0,20.0,1
1265,8,6,2,7,26413.84,0,0,0.0,20.0,2.0,0,0,20.0,1
1266,5,4,1,4,39181.13,0,0,0.0,0.0,0.0,0,0,0.0,1
1267,14,10,4,13,85423.64,1,1,0.07692307692307693,65.0,2.0,1,3,96.5,1
1268,3,2,1,2,15325.09,0,0,0.0,0.0,0.0,0,0,0.0,1
1269,6,4,2,5,89099.41,0,0,0.0,0.0,0.0,0,0,0.0,1
1270,3,2,1,2,27145.31,0,0,0.0,0.0,0.0,0,0,0.0,1
1271,5,4,1,4,45390.47,0,0,0.0,0.0,0.0,0,0,0.0,1
1272,4,3,1,3,34438.82,0,0,0.0,5.0,0.0,0,0,2.5,1
1273,10,8,2,9,98799.65,3,1,0.3333333333333333,55.0,0.0,2,4,109.5,1
1274,2,1,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0
1275,3,2,1,2,6323.68,0,0,0.0,0.0,0.0,0,0,0.0,1
1276,6,4,2,5,86744.36,1,0,0.2,15.0,0.0,0,0,17.5,1
1277,5,3,2,4,65323.399999999994,0,0,0.0,0.0,0.0,0,0,0.0,1
1278,5,4,1,4,51170.31,0,0,0.0,25.0,1.0,0,0,17.5,1
1279,9,7,2,8,55297.29,0,0,0.0,3.0,0.0,0,0,1.5,1
1280,5,3,2,4,35734.770000000004,0,0,0.0,0.0,0.0,0,0,0.0,1
1281,5,4,1,4,47132.409999999996,0,0,0.0,5.0,0.0,0,0,2.5,1
1282,5,3,2,4,911.6900000000005,1,0,0.25,30.0,1.0,0,0,30.0,1
1283,19,13,6,18,128201.59,1,0,0.05555555555555555,15.0,0.0,0,0,17.5,1
1284,4,3,1,3,29319.370000000003,0,0,0.0,0.0,0.0,0,0,0.0,1
1285,17,14,3,16,143376.56,1,0,0.0625,15.0,0.0,0,0,17.5,1
1286,5,4,1,4,34212.78,0,0,0.0,15.0,1.0,0,0,12.5,1
1287,4,3,1,3,26022.93,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
1288,6,4,2,5,55078.5,0,0,0.0,15.0,2.0,0,0,17.5,1
1289,3,1,2,2,20794.600000000002,1,1,0.5,45.0,0.0,0,0,62.5,0
1290,11,9,2,10,149336.51,2,2,0.2,45.0,0.0,0,0,102.5,1
1291,18,14,4,17,85712.74,4,1,0.23529411764705882,45.0,1.0,0,0,97.5,1
1292,2,1,1,1,19830.64,0,0,0.0,0.0,0.0,0,0,0.0,0
1293,3,2,1,2,26460.97,0,0,0.0,5.0,0.0,0,0,2.5,1
1294,5,4,1,4,46377.66,0,0,0.0,0.0,0.0,0,0,0.0,1
1295,2,1,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0
1296,8,5,3,7,55690.409999999996,0,0,0.0,0.0,0.0,0,0,0.0,1
1297,2,1,1,1,21577.04,0,0,0.0,0.0,0.0,0,0,0.0,0
1298,7,5,2,6,48538.42,0,0,0.0,0.0,0.0,0,0,0.0,1
1299,2,1,1,1,16587.43,0,0,0.0,0.0,0.0,0,0,0.0,0
1300,2,1,1,1,2451.7,0,0,0.0,0.0,0.0,0,0,0.0,0
1301,12,9,3,11,145680.67,0,0,0.0,5.0,0.0,0,0,2.5,1
1302,3,2,1,2,14276.97,0,0,0.0,0.0,0.0,0,0,0.0,1
1303,5,4,1,4,34171.51,0,0,0.0,0.0,0.0,0,0,0.0,1
1304,5,4,1,4,7637.42,1,0,0.25,15.0,0.0,0,0,17.5,1
1305,5,3,2,4,47073.450000000004,0,0,0.0,20.0,1.0,0,0,15.0,1
1306,5,4,1,4,14627.069999999998,1,1,0.25,45.0,0.0,0,0,62.5,1
1307,7,6,1,6,65768.89,0,0,0.0,3.0,0.0,0,0,1.5,1
1308,4,3,1,3,43544.55,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
1309,3,1,2,2,2361.38,0,0,0.0,0.0,0.0,0,0,0.0,0
1310,4,3,1,3,42545.83,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
1311,12,10,2,11,72953.38,2,1,0.18181818181818182,47.0,1.0,0,0,78.5,1
1312,8,5,3,7,107929.64,0,0,0.0,0.0,0.0,0,0,0.0,1
1313,6,5,1,5,100149.6,1,1,0.2,48.0,0.0,0,0,64.0,1
1314,2,1,1,1,22069.72,0,0,0.0,2.0,0.0,0,0,1.0,0
1315,6,5,1,5,42263.72,0,0,0.0,0.0,0.0,0,0,0.0,1
1316,9,6,3,8,41026.36,1,1,0.125,50.0,0.0,0,0,65.0,1
1317,9,6,3,8,79650.97,0,0,0.0,3.0,0.0,0,0,1.5,1
1318,12,9,3,11,133260.77,0,0,0.0,5.0,0.0,0,0,2.5,1
1319,11,8,3,10,134488.07,4,2,0.4,45.0,1.0,0,0,127.5,1
1320,5,4,1,4,57329.100000000006,0,0,0.0,0.0,0.0,0,0,0.0,1
1321,4,3,1,3,26783.04,1,1,0.3333333333333333,45.0,0.0,0,0,62.5,1
1322,8,6,2,7,117173.44,1,0,0.14285714285714285,15.0,0.0,0,0,17.5,1
1323,2,1,1,1,12126.62,0,0,0.0,0.0,0.0,0,0,0.0,0
1324,6,5,1,5,43884.53,1,0,0.2,15.0,1.0,0,0,22.5,1
1325,7,5,2,6,29450.2,2,1,0.3333333333333333,45.0,0.0,0,0,72.5,1
1326,3,2,1,2,5611.06,0,0,0.0,0.0,0.0,0,0,0.0,1
1327,7,5,2,6,65540.22,1,0,0.16666666666666666,15.0,1.0,0,0,22.5,1
1328,3,2,1,2,34066.020000000004,0,0,0.0,0.0,0.0,0,0,0.0,1
1329,5,4,1,4,44839.58,1,0,0.25,15.0,0.0,0,0,17.5,1
1330,9,7,2,8,94669.88,2,2,0.25,70.0,2.0,1,5,145.0,1
1331,27,22,5,26,292403.18,3,0,0.11538461538461539,25.0,3.0,0,8,81.5,1
1332,5,4,1,4,29298.28,0,0,0.0,5.0,0.0,0,0,2.5,1
1333,2,1,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0
1334,3,2,1,2,29370.59,0,0,0.0,5.0,0.0,0,0,2.5,1
1335,3,2,1,2,14310.689999999999,0,0,0.0,0.0,0.0,0,0,0.0,1
1336,25,18,7,24,281834.8,3,1,0.125,48.0,1.0,0,0,89.0,1
1337,3,2,1,2,22107.46,0,0,0.0,15.0,1.0,0,0,12.5,1
1338,2,1,1,1,10346.93,0,0,0.0,0.0,0.0,0,0,0.0,0
1339,22,16,6,21,200700.72999999998,1,0,0.047619047619047616,15.0,1.0,0,0,22.5,1
1340,3,2,1,2,31767.19,0,0,0.0,0.0,0.0,0,0,0.0,1
1341,6,4,2,5,19883.05,1,1,0.2,45.0,0.0,0,0,62.5,1
1342,10,8,2,9,115192.53,3,0,0.3333333333333333,18.0,0.0,0,0,39.0,1
1343,4,3,1,3,15892.330000000002,1,0,0.3333333333333333,15.0,0.0,0,0,17.5,1
1344,4,3,1,3,24328.949999999997,0,0,0.0,0.0,0.0,0,0,0.0,1
1345,3,1,2,2,30914.05,0,0,0.0,3.0,0.0,0,0,1.5,0
1346,6,4,2,5,61037.65,1,0,0.2,30.0,2.0,0,0,35.0,1
1347,12,9,3,11,147743.37,0,0,0.0,15.0,2.0,0,0,17.5,1
1348,5,4,1,4,72767.06999999999,0,0,0.0,3.0,0.0,0,0,1.5,1
1349,6,5,1,5,61456.27,0,0,0.0,0.0,0.0,0,0,0.0,1
1350,3,2,1,2,34759.11,1,0,0.5,15.0,0.0,0,0,17.5,1
1351,11,9,2,10,117050.34,1,0,0.1,15.0,0.0,0,0,17.5,1
1352,4,3,1,3,33722.09,0,0,0.0,15.0,1.0,0,0,12.5,1
1353,2,1,1,1,19364.19,1,1,1.0,60.0,1.0,0,0,75.0,0
1354,8,6,2,7,71954.69,2,1,0.2857142857142857,65.0,0.0,2,0,92.5,1
1355,11,9,2,10,66954.92000000001,0,0,0.0,15.0,2.0,0,0,17.5,1
1356,5,4,1,4,64806.69,0,0,0.0,0.0,0.0,0,0,0.0,1
1357,5,4,1,4,31012.53,0,0,0.0,5.0,0.0,0,0,2.5,1
1358,12,9,3,11,88580.89,1,0,0.09090909090909091,15.0,0.0,0,0,17.5,1
1359,3,2,1,2,8928.16,0,0,0.0,0.0,0.0,0,0,0.0,1
1360,4,3,1,3,29835.84,0,0,0.0,0.0,0.0,0,0,0.0,1
1361,3,2,1,2,24485.5,0,0,0.0,0.0,0.0,0,0,0.0,1
1362,4,3,1,3,14764.75,0,0,0.0,15.0,1.0,0,0,12.5,1
1363,2,1,1,1,23856.92,1,1,1.0,48.0,0.0,0,0,64.0,0
1364,3,2,1,2,21145.06,0,0,0.0,0.0,0.0,0,0,0.0,1
1365,3,2,1,2,23412.73,0,0,0.0,0.0,0.0,0,0,0.0,1
1366,4,3,1,3,26121.090000000004,1,0,0.3333333333333333,20.0,1.0,0,0,25.0,1
1367,3,2,1,2,34717.74,0,0,0.0,0.0,0.0,0,0,0.0,1
1368,5,4,1,4,32404.14,0,0,0.0,0.0,0.0,0,0,0.0,1
1369,3,2,1,2,20633.35,0,0,0.0,5.0,0.0,0,0,2.5,1
1370,3,2,1,2,23346.57,1,0,0.5,15.0,0.0,0,0,17.5,1
1371,9,6,3,8,63260.8,1,0,0.125,15.0,0.0,0,0,17.5,1
1372,14,10,4,13,145133.98,2,1,0.15384615384615385,45.0,0.0,0,0,72.5,1
1373,6,3,3,5,58705.59,1,0,0.2,15.0,0.0,0,0,17.5,1
1374,5,4,1,4,37757.86,0,0,0.0,0.0,0.0,0,0,0.0,1
1375,4,3,1,3,25000.89,0,0,0.0,2.0,0.0,0,0,1.0,1
1376,2,1,1,1,12599.3,1,1,1.0,45.0,0.0,0,0,62.5,0
1377,2,1,1,1,12879.41,0,0,0.0,0.0,0.0,0,0,0.0,0
1378,4,3,1,3,32130.27,0,0,0.0,15.0,1.0,0,0,12.5,1
1379,5,4,1,4,34614.33,1,1,0.25,60.0,1.0,0,0,75.0,1
1380,4,2,2,3,53323.270000000004,0,0,0.0,3.0,0.0,0,0,1.5,1
1381,5,4,1,4,45293.96,1,1,0.25,65.0,1.0,0,0,77.5,1
1382,4,3,1,3,47101.509999999995,0,0,0.0,15.0,2.0,0,0,17.5,1
1383,5,3,2,4,40815.08,0,0,0.0,15.0,1.0,0,0,12.5,1
1384,3,2,1,2,20642.78,0,0,0.0,0.0,0.0,0,0,0.0,1
1385,6,4,2,5,58060.7,1,0,0.2,22.0,1.0,0,0,26.0,1
1386,6,4,2,5,45223.81,1,0,0.2,15.0,0.0,0,0,17.5,1
1387,4,3,1,3,39942.770000000004,0,0,0.0,0.0,0.0,0,0,0.0,1
1388,5,4,1,4,32407.190000000002,0,0,0.0,5.0,0.0,0,0,2.5,1
1389,11,8,3,10,66205.02,0,0,0.0,5.0,0.0,0,0,2.5,1
1390,6,4,2,5,79604.75,1,1,0.2,45.0,0.0,0,0,62.5,1
1391,3,2,1,2,31772.91,1,0,0.5,15.0,0.0,0,0,17.5,1
1392,12,9,3,11,149741.17,3,1,0.2727272727272727,60.0,0.0,2,0,100.0,1
1393,10,8,2,9,71996.62,1,0,0.1111111111111111,15.0,0.0,0,0,17.5,1
1394,14,10,4,13,109870.83,3,1,0.23076923076923078,45.0,0.0,0,0,82.5,1
1395,4,3,1,3,27210.760000000002,0,0,0.0,15.0,1.0,0,0,12.5,1
1396,4,3,1,3,17046.850000000002,0,0,0.0,0.0,0.0,0,0,0.0,1
1397,22,17,5,21,126316.32,4,1,0.19047619047619047,60.0,7.0,0,0,135.0,1
1398,2,1,1,1,16708.64,1,0,1.0,15.0,0.0,0,0,17.5,0
1399,4,3,1,3,9437.0,0,0,0.0,0.0,0.0,0,0,0.0,1
1400,4,3,1,3,51812.479999999996,1,0,0.3333333333333333,18.0,0.0,0,0,19.0,1
1401,18,13,5,17,157052.49,0,0,0.0,15.0,1.0,0,0,12.5,1
1402,10,7,3,9,102208.51999999999,1,0,0.1111111111111111,22.0,2.0,0,0,31.0,1
1403,4,3,1,3,36035.95,0,0,0.0,0.0,0.0,0,0,0.0,1
