merchant_id,merchant_name,merchant_category_final,transaction_count,transaction_value,average_transaction_value,chargeback_transactions,fraud_chargeback_transactions,high_risk_transactions,risky_status_transactions,high_chargeback_merchant_transactions,chargeback_ratio,fraud_chargeback_ratio,high_risk_transaction_ratio
MCH2002,,,4,76617.24,19154.31,1,0,0,0,0,0.25,0.0,0.0
MCH2010,,,4,45893.020000000004,15297.673333333334,1,0,0,0,0,0.25,0.0,0.0
MCH2049,,,4,55502.009999999995,13875.502499999999,1,0,0,0,0,0.25,0.0,0.0
MCH2061,,,4,64986.69,16246.6725,1,0,0,0,0,0.25,0.0,0.0
MCH2076,Chad Ltd,BOOKS,4,65670.48999999999,16417.622499999998,1,0,0,0,0,0.25,0.0,0.0
MCH2099,"tara, date and thakur",TRANSPORT,4,52118.18,17372.726666666666,1,0,0,0,0,0.25,0.0,0.0
MCH2270,,,4,48727.52,12181.88,1,0,0,0,0,0.25,0.0,0.0
MCH2321,,,4,29139.92,7284.98,1,0,0,0,0,0.25,0.0,0.0
MCH2322,,,4,62050.69,15512.6725,1,0,0,0,0,0.25,0.0,0.0
MCH2329,,,4,32029.129999999997,10676.376666666665,1,1,1,0,0,0.25,0.25,0.25
MCH2337,,,4,57744.740000000005,14436.185000000001,1,0,0,0,0,0.25,0.0,0.0
MCH2338,,,4,42207.630000000005,10551.907500000001,1,0,0,0,0,0.25,0.0,0.0
MCH2376,"Lata, Krishnamurthy and Lal",RETAIL,4,6426.34,2142.1133333333332,1,0,0,0,0,0.25,0.0,0.0
MCH2448,,,4,34721.270000000004,8680.317500000001,1,0,0,0,0,0.25,0.0,0.0
MCH2479,,,4,21777.940000000002,7259.313333333334,1,0,0,0,0,0.25,0.0,0.0
MCH2519,,,4,70582.42,17645.605,1,0,0,0,0,0.25,0.0,0.0
MCH2568,"Dhaliwal, Bhat and Sarin",GROCERY,4,69784.44,17446.11,1,0,0,0,0,0.25,0.0,0.0
MCH2574,Bala and Sons,APPAREL,4,49673.65,12418.4125,1,0,0,4,0,0.25,0.0,0.0
MCH2587,,,4,39959.3,13319.766666666668,1,1,1,0,0,0.25,0.25,0.25
MCH2632,Agate-Gandhi,DEPARTMENT STORE,4,8198.75,4099.375,1,1,1,0,0,0.25,0.25,0.25
MCH2692,,,4,36354.47,18177.235,1,0,0,0,0,0.25,0.0,0.0
MCH2769,sehgal plc,TELECOM,4,52951.55,13237.8875,1,0,0,0,0,0.25,0.0,0.0
MCH2812,,,4,38087.65,9521.9125,1,0,0,0,0,0.25,0.0,0.0
MCH2835,,,4,26714.43,6678.6075,1,0,0,0,0,0.25,0.0,0.0
MCH2850,  Reddy-Kara  ,TRANSPORT,4,42223.32,10555.83,1,0,0,0,0,0.25,0.0,0.0
MCH2860,Ahluwalia Ltd,HOTEL_LODGING,4,85979.54000000001,21494.885000000002,1,1,1,0,0,0.25,0.25,0.25
MCH2880,,,4,46672.05,15557.35,1,0,0,0,0,0.25,0.0,0.0
MCH2902,"Narang, Varghese and Sur",TRANSPORT,4,63555.11,15888.7775,1,1,1,0,0,0.25,0.25,0.25
MCH2924,Chaudhary-Dugar,STATIONERY,4,56484.03,18828.01,1,0,0,0,0,0.25,0.0,0.0
MCH2961,,,4,25932.42,6483.105,1,0,0,0,0,0.25,0.0,0.0
MCH2968,,,4,37043.58,12347.86,1,0,0,0,0,0.25,0.0,0.0
MCH2987,,,4,24647.84,8215.946666666667,1,1,1,0,0,0.25,0.25,0.25
MCH3020,,,4,64311.11,16077.7775,1,0,0,0,0,0.25,0.0,0.0
MCH3054,,,4,48285.45,12071.3625,1,1,1,0,0,0.25,0.25,0.25
MCH3077,  Warrior Ltd  ,TRANSPORT,4,61714.91,15428.7275,1,0,0,0,0,0.25,0.0,0.0
MCH3128,,,4,53650.33,13412.5825,1,0,0,0,0,0.25,0.0,0.0
MCH3143,"ZACHARIA, BUCH AND YADAV",DEPARTMENT STORE,4,46803.229999999996,11700.807499999999,1,1,1,0,0,0.25,0.25,0.25
MCH3204,,,4,33024.32,8256.08,1,0,0,0,0,0.25,0.0,0.0
MCH3222,,,4,26710.690000000002,8903.563333333334,1,0,0,0,0,0.25,0.0,0.0
MCH3231,Gokhale Group,GROCERY,4,37039.67,12346.556666666665,1,0,0,0,0,0.25,0.0,0.0
MCH3234,Lad Inc,MOBILE RECHARGE,4,58364.369999999995,14591.092499999999,1,0,0,0,0,0.25,0.0,0.0
MCH3273,,,4,32320.1,8080.025,1,1,1,0,0,0.25,0.25,0.25
MCH3277,Issac-Lata,PHONE SERVICE,4,16713.93,5571.31,1,0,0,0,0,0.25,0.0,0.0
MCH3301,REDDY AND SONS,BOOKS,4,25894.47,8631.49,1,0,0,0,0,0.25,0.0,0.0
MCH3320,,,4,66369.45999999999,16592.364999999998,1,1,1,0,0,0.25,0.25,0.25
MCH3329,,,4,51549.54,12887.385,1,1,1,0,0,0.25,0.25,0.25
MCH3354,"Barad, Ahluwalia and Mahal",BOOKS,4,48593.92,12148.48,1,0,0,0,0,0.25,0.0,0.0
MCH3402,,,4,19965.91,19965.91,1,1,1,0,0,0.25,0.25,0.25
MCH3406,"Swamy, Borah and Sampath",RETAIL,4,50452.03999999999,12613.009999999998,1,0,0,4,0,0.25,0.0,0.0
MCH3417,,,4,57712.4,14428.1,1,0,0,0,0,0.25,0.0,0.0
MCH3494,,,4,44763.46,11190.865,1,0,0,0,0,0.25,0.0,0.0
MCH3568,"CHOUDHURY, TRIVEDI AND BHATNAGAR",DEPARTMENT STORE,4,40027.53,13342.51,1,0,0,0,0,0.25,0.0,0.0
MCH3623,,,4,54399.630000000005,18133.210000000003,1,0,0,0,0,0.25,0.0,0.0
MCH3650,,,4,36573.3,12191.1,1,1,1,0,0,0.25,0.25,0.25
MCH3674,Wason and Sons,FOOD_SERVICES,4,43226.7,10806.675,1,0,0,0,0,0.25,0.0,0.0
MCH3696,"pandya, maharaj and sundaram",BOOKS,4,31020.71,7755.1775,1,1,1,0,0,0.25,0.25,0.25
MCH3779,aggarwal-hans,DEPARTMENT STORE,4,71160.43,17790.1075,1,1,1,0,0,0.25,0.25,0.25
MCH3788,"Divan, Kadakia and Kuruvilla",RETAIL,4,36540.72,12180.24,1,0,0,0,0,0.25,0.0,0.0
MCH3810,Mallick-Lall,GROCERY,4,78615.95,19653.9875,1,0,0,0,0,0.25,0.0,0.0
MCH3815,,,4,50858.130000000005,12714.532500000001,1,0,0,0,0,0.25,0.0,0.0
MCH3853,Bhat-Dutt,GROCERY,4,28119.300000000003,9373.1,1,0,0,0,0,0.25,0.0,0.0
MCH3885,  Thakur Inc  ,TRANSPORT,4,46836.76,11709.19,1,0,0,0,0,0.25,0.0,0.0
MCH3913,Tank-Pathak,DEPARTMENT STORE,4,25373.62,6343.405,1,0,0,0,0,0.25,0.0,0.0
MCH3915,,,4,33042.880000000005,11014.293333333335,1,0,0,0,0,0.25,0.0,0.0
MCH4045,,,4,29484.719999999998,7371.179999999999,1,0,0,0,0,0.25,0.0,0.0
MCH4050,"Sur, N0ri and G011a",APPAREL,4,78956.63,19739.1575,1,0,0,0,0,0.25,0.0,0.0
MCH4068,Balakrishnan Inc,TELECOM,4,61486.81,15371.7025,1,0,0,0,0,0.25,0.0,0.0
MCH4111,Brahmbhatt LLC,MISC_RETAIL,4,45544.09,15181.363333333333,1,1,1,4,0,0.25,0.25,0.25
MCH4118,,,4,68878.36,17219.59,1,0,0,0,0,0.25,0.0,0.0
MCH4123,"Parekh, Patla and Kar",BOOKS,4,22686.12,5671.53,1,0,0,0,0,0.25,0.0,0.0
MCH4162,,,4,41532.28,10383.07,1,0,0,0,0,0.25,0.0,0.0
MCH4190,,,4,45538.15,11384.5375,1,0,0,0,0,0.25,0.0,0.0
MCH4195,,,4,44765.47,11191.3675,1,1,1,0,0,0.25,0.25,0.25
MCH4215,,,4,35522.5,8880.625,1,0,0,0,0,0.25,0.0,0.0
MCH4235,NAGAR-SHARMA,RETAIL,4,26181.260000000002,13090.630000000001,1,0,0,0,0,0.25,0.0,0.0
MCH4239,,,4,43271.07,10817.7675,1,0,0,0,0,0.25,0.0,0.0
MCH4241,,,4,47199.54,15733.18,1,0,0,0,0,0.25,0.0,0.0
MCH4250,"SUBRAMANIAM, DATTA AND PATEL",GROCERY,4,64952.56,16238.14,1,0,0,0,0,0.25,0.0,0.0
MCH4314,Deshmukh Ltd,APPAREL,4,44126.69,11031.6725,1,0,0,0,0,0.25,0.0,0.0
MCH4339,,,4,17907.86,5969.286666666667,1,1,1,0,0,0.25,0.25,0.25
MCH4345,,,4,55734.58,13933.645,1,1,1,0,0,0.25,0.25,0.25
MCH4347,,,4,46514.28,11628.57,1,0,0,0,0,0.25,0.0,0.0
MCH4349,Atwal-Sura,BOOKS,4,53062.28,13265.57,1,1,1,0,0,0.25,0.25,0.25
MCH4394,,,4,6275.01,2091.67,1,0,0,0,0,0.25,0.0,0.0
MCH4427,  Deshpande LLC  ,FOOD_SERVICES,4,38375.59,9593.8975,1,0,0,0,0,0.25,0.0,0.0
MCH4432,,,4,66780.25,16695.0625,1,0,0,0,0,0.25,0.0,0.0
MCH4452,,,4,64811.119999999995,16202.779999999999,1,1,1,0,0,0.25,0.25,0.25
MCH4458,,,4,31628.879999999997,7907.219999999999,1,0,0,0,0,0.25,0.0,0.0
MCH4492,,,4,34166.17,11388.723333333333,1,0,0,0,0,0.25,0.0,0.0
MCH4552,"Palla, Mutti and Jayaraman",TRANSPORT,4,30748.510000000002,7687.1275000000005,1,0,0,0,0,0.25,0.0,0.0
MCH4555,,,4,69707.22,17426.805,1,1,1,0,0,0.25,0.25,0.25
MCH4566,,,4,6300.58,2100.193333333333,1,0,0,0,0,0.25,0.0,0.0
MCH4569,,,4,63534.5,15883.625,1,0,0,0,0,0.25,0.0,0.0
MCH4613,"Batra, Devi and Buch",APPAREL,4,44248.35,11062.0875,1,0,0,0,0,0.25,0.0,0.0
MCH4627,Barman-Kashyap,APPAREL,4,39623.340000000004,9905.835000000001,1,0,0,0,0,0.25,0.0,0.0
MCH4671,,,4,9518.669999999998,2379.6674999999996,1,0,0,0,0,0.25,0.0,0.0
MCH4672,Sandhu LLC,STATIONERY,4,71033.9,17758.475,1,0,0,0,0,0.25,0.0,0.0
MCH4784,,,4,63576.020000000004,15894.005000000001,1,0,0,0,0,0.25,0.0,0.0
MCH4795,,,4,66898.92,16724.73,1,1,1,0,0,0.25,0.25,0.25
MCH4836,"  Sidhu, Krish and Wadhwa  ",FOOD_SERVICES,4,43683.63,10920.9075,1,0,0,0,0,0.25,0.0,0.0
MCH4961,,,4,3435.17,1717.585,1,1,1,0,0,0.25,0.25,0.25
MCH4994,"Uppal, Bawa and Gera",FOOD_SERVICES,4,38517.79,19258.895,1,0,0,0,0,0.25,0.0,0.0
MCH5020,Sarna-Sarraf,GROCERY,4,54187.57,18062.523333333334,1,0,0,0,0,0.25,0.0,0.0
MCH5028,"Chhabra, Deo and Chakrabarti",HOTEL_LODGING,4,18755.09,6251.696666666667,1,0,0,0,0,0.25,0.0,0.0
MCH5031,,,4,38002.16,9500.54,1,0,0,0,0,0.25,0.0,0.0
MCH5055,Aggarwal-Doctor,MEDICAL,4,26873.98,6718.495,1,1,1,0,0,0.25,0.25,0.25
MCH5066,,,4,29274.35,9758.116666666667,1,1,1,0,0,0.25,0.25,0.25
MCH5078,,,4,55792.74,13948.185,1,0,0,0,0,0.25,0.0,0.0
MCH5191,,,4,12157.0,4052.3333333333335,1,0,0,0,0,0.25,0.0,0.0
MCH5193,Shetty Inc,PHARMACY,4,60528.32,15132.08,1,0,0,0,0,0.25,0.0,0.0
MCH5218,,,4,58812.79,19604.263333333332,1,1,1,0,0,0.25,0.25,0.25
MCH5253,  Balakrishnan PLC  ,PHARMACY,4,58099.78,14524.945,1,0,0,0,0,0.25,0.0,0.0
MCH5256,GhoshLLC,TRANSPORT,4,18973.89,9486.945,1,1,1,0,0,0.25,0.25,0.25
MCH5262,,,4,45717.340000000004,11429.335000000001,1,0,0,0,0,0.25,0.0,0.0
MCH5272,,,4,39201.29,9800.3225,1,0,0,0,0,0.25,0.0,0.0
MCH5299,,,4,22846.07,5711.5175,1,1,1,0,0,0.25,0.25,0.25
MCH5328,Dhaliwal Inc,FOOD_SERVICES,4,53098.71,17699.57,1,1,1,0,0,0.25,0.25,0.25
MCH5390,"Choudhry, Dube and Morar",TRANSPORT,4,36883.91,9220.9775,1,1,1,0,0,0.25,0.25,0.25
MCH5391,Nagi-Pandya,GROCERY,4,58777.380000000005,14694.345000000001,1,0,0,4,0,0.25,0.0,0.0
MCH5394,,,4,58845.86,14711.465,1,0,0,0,0,0.25,0.0,0.0
MCH5407,,,4,7637.42,3818.71,1,0,0,0,0,0.25,0.0,0.0
MCH5416,Upadhyay LLC,STATIONERY,4,58321.21,14580.3025,1,0,0,0,0,0.25,0.0,0.0
MCH5451,Divan LLC,GROCERY,4,64507.15,16126.7875,1,0,0,0,0,0.25,0.0,0.0
MCH5475,,,4,12778.059999999998,4259.353333333333,1,1,1,0,0,0.25,0.25,0.25
MCH5480,,,4,50198.78,12549.695,1,0,0,0,0,0.25,0.0,0.0
MCH5490,"Bahl, Kakar and Dara",APPAREL,4,55714.76,18571.586666666666,1,1,1,0,0,0.25,0.25,0.25
MCH5502,KAUL-NAYAR,PHARMACY,4,61515.58,15378.895,1,0,0,0,0,0.25,0.0,0.0
MCH5550,,,4,17139.15,8569.575,1,1,1,0,0,0.25,0.25,0.25
MCH5551,Narain-Goda,APPAREL,4,23473.0,7824.333333333333,1,0,0,0,0,0.25,0.0,0.0
MCH5559,Muni-Raval,GROCERY,4,27442.27,6860.5675,1,1,1,0,0,0.25,0.25,0.25
MCH5589,,,4,51902.7,12975.675,1,1,1,0,0,0.25,0.25,0.25
MCH5618,Biswas and Sons,PHARMACY,4,17297.25,5765.75,1,0,0,0,0,0.25,0.0,0.0
MCH5701,"Lad, Thakkar and Nazareth",TRANSPORT,4,44436.119999999995,14812.039999999999,1,0,0,0,0,0.25,0.0,0.0
MCH5718,,,4,39346.25,13115.416666666666,1,1,1,0,0,0.25,0.25,0.25
MCH5753,Zachariah-Rai,FOOD_SERVICES,4,21674.15,5418.5375,1,1,1,0,0,0.25,0.25,0.25
MCH5768,brar inc,FOOD_SERVICES,4,2084.7599999999984,521.1899999999996,1,0,0,0,0,0.25,0.0,0.0
MCH5778,,,4,31081.83,10360.61,1,0,0,0,0,0.25,0.0,0.0
MCH5785,Vohra Inc,APPAREL,4,60998.33,20332.77666666667,1,1,1,0,0,0.25,0.25,0.25
MCH5789,,,4,25073.409999999996,8357.803333333331,1,0,0,0,0,0.25,0.0,0.0
MCH5803,,,4,27613.95,6903.4875,1,0,0,0,0,0.25,0.0,0.0
MCH5876,,,4,41481.56,10370.39,1,0,0,0,0,0.25,0.0,0.0
MCH6015,,,4,47991.58,11997.895,1,0,0,0,0,0.25,0.0,0.0
MCH6069,Krish-Joshi,APPAREL,4,64493.42,16123.355,1,0,0,0,0,0.25,0.0,0.0
MCH6075,"Lad, Menon and Tiwari",MOBILE RECHARGE,4,52460.49,17486.829999999998,1,0,0,0,0,0.25,0.0,0.0
MCH6087,,,4,28625.219999999998,9541.74,1,0,0,0,0,0.25,0.0,0.0
MCH6105,upadhyay plc,HOTEL_LODGING,4,18020.23,9010.115,1,0,0,0,0,0.25,0.0,0.0
MCH6107,PILLAY LLC,OTHER,4,37806.65,12602.216666666667,1,1,1,0,0,0.25,0.25,0.25
MCH6116,KEER-SHUKLA,TRANSPORT,4,63654.97,15913.7425,1,0,0,0,0,0.25,0.0,0.0
MCH6287,,,4,56632.26,14158.065,1,0,0,0,0,0.25,0.0,0.0
MCH6318,,,4,58483.99,19494.663333333334,1,0,0,0,0,0.25,0.0,0.0
MCH6336,"Kunda, Kumar and Gulati",TRANSPORT,4,28311.18,7077.795,1,1,1,0,0,0.25,0.25,0.25
MCH6380,Naik-Kalla,OTHER,4,55580.58,13895.145,1,0,0,0,0,0.25,0.0,0.0
MCH6395,,,4,23299.510000000002,7766.503333333334,1,1,1,0,0,0.25,0.25,0.25
MCH6398,,,4,55452.2,13863.05,1,0,0,0,0,0.25,0.0,0.0
MCH6421,WadhwaLtd,APPAREL,4,59115.25,14778.8125,1,0,0,0,0,0.25,0.0,0.0
MCH6429,Doshi Group,APPAREL,4,52214.64,13053.66,1,1,1,0,0,0.25,0.25,0.25
MCH6441,Bhatia and Sons,HOTEL_LODGING,4,3940.2999999999997,1970.1499999999999,1,1,1,0,0,0.25,0.25,0.25
MCH6469,"Bahl, Barad and Dhillon",DEPARTMENT STORE,4,73674.77,18418.6925,1,0,0,0,0,0.25,0.0,0.0
MCH6510,,,4,52511.880000000005,13127.970000000001,1,0,0,0,0,0.25,0.0,0.0
MCH6537,,,4,38426.86,9606.715,1,0,0,0,0,0.25,0.0,0.0
MCH6693,,,4,25451.85,6362.9625,1,0,0,0,0,0.25,0.0,0.0
MCH6716,Shan PLC,APPAREL,4,40129.77,10032.4425,1,0,0,0,0,0.25,0.0,0.0
MCH6727,,,4,39799.06,13266.353333333333,1,0,0,0,0,0.25,0.0,0.0
MCH6736,,,4,52959.4,13239.85,1,0,0,0,0,0.25,0.0,0.0
MCH6752,,,4,18282.87,6094.29,1,0,0,0,0,0.25,0.0,0.0
MCH6773,"parmar, sahota and rajagopalan",MISC_RETAIL,4,68131.54,17032.885,1,0,0,0,0,0.25,0.0,0.0
MCH6796,,,4,57133.97,14283.4925,1,0,0,0,0,0.25,0.0,0.0
MCH6805,,,4,48468.62,12117.155,1,0,0,0,0,0.25,0.0,0.0
MCH6869,"Oak, Kalla and Chand",TRANSPORT,4,28094.78,14047.39,1,0,0,0,0,0.25,0.0,0.0
MCH6901,,,4,56950.24,14237.56,1,0,0,0,0,0.25,0.0,0.0
MCH6921,,,4,30735.5,10245.166666666666,1,0,0,0,0,0.25,0.0,0.0
MCH6930,dhingra plc,TRANSPORT,4,15635.26,3908.815,1,0,0,0,0,0.25,0.0,0.0
MCH6970,CHOPRA-LOKE,DEPARTMENT STORE,4,67959.25,16989.8125,1,0,0,0,0,0.25,0.0,0.0
MCH7013,"Menon, Bahri and Pal",HOTEL_LODGING,4,5553.900000000001,1851.3000000000002,1,1,1,0,0,0.25,0.25,0.25
MCH7030,Shan Ltd,DEPARTMENT STORE,4,56084.64,14021.16,1,0,0,4,0,0.25,0.0,0.0
MCH7069,,,4,28135.18,7033.795,1,0,0,0,0,0.25,0.0,0.0
MCH7092,,,4,36790.18,12263.393333333333,1,0,0,0,0,0.25,0.0,0.0
MCH7108,Krishnan Group,GROCERY,4,32354.11,10784.703333333333,1,1,1,0,0,0.25,0.25,0.25
MCH7124,,,4,20051.25,5012.8125,1,0,0,0,0,0.25,0.0,0.0
MCH7140,,,4,61700.16,15425.04,1,1,1,0,0,0.25,0.25,0.25
MCH7223,,,4,44026.76,11006.69,1,0,0,0,0,0.25,0.0,0.0
MCH7316,TAK LTD,STATIONERY,4,46771.73,15590.576666666668,1,1,1,0,0,0.25,0.25,0.25
MCH7320,,,4,53082.58,13270.645,1,1,1,0,0,0.25,0.25,0.25
MCH7347,,,4,34622.87,8655.7175,1,0,0,0,0,0.25,0.0,0.0
MCH7367,,,4,48752.25,12188.0625,1,0,0,0,0,0.25,0.0,0.0
MCH7380,"Gour, Jani and Mital",MISC_RETAIL,4,309.3600000000006,154.6800000000003,1,1,1,0,0,0.25,0.25,0.25
MCH7413,Uppal-Chaudhry,DEPARTMENT STORE,4,40734.15,10183.5375,1,0,0,0,0,0.25,0.0,0.0
MCH7425,,,4,2817.9,1408.95,1,0,0,0,0,0.25,0.0,0.0
MCH7442,"Tand0n, Tak and Mane",APPAREL,4,39786.92,13262.306666666665,1,1,1,0,0,0.25,0.25,0.25
MCH7472,,,4,45293.96,11323.49,1,1,1,0,0,0.25,0.25,0.25
MCH7507,,,4,15134.640000000001,3783.6600000000003,1,0,0,0,0,0.25,0.0,0.0
MCH7509,,,4,32377.19,10792.396666666666,1,1,1,0,0,0.25,0.25,0.25
MCH7519,"Sarkar, Garg and Kumar",TRANSPORT,4,27796.42,9265.473333333333,1,0,0,0,0,0.25,0.0,0.0
MCH7520,,,4,58492.41,14623.1025,1,1,1,0,0,0.25,0.25,0.25
MCH7524,"Sarna, Mital and Deo",HOTEL_LODGING,4,54880.380000000005,13720.095000000001,1,0,0,0,0,0.25,0.0,0.0
MCH7536,Kalla-Deo,DEPARTMENT STORE,4,19102.47,6367.490000000001,1,0,0,0,0,0.25,0.0,0.0
MCH7543,,,4,45470.8,15156.933333333334,1,0,0,0,0,0.25,0.0,0.0
MCH7558,Lanka-Dixit,FOOD_SERVICES,4,59175.78,14793.945,1,0,0,0,0,0.25,0.0,0.0
MCH7575,,,4,57655.84,19218.61333333333,1,1,1,0,0,0.25,0.25,0.25
MCH7678,,,4,43289.409999999996,10822.352499999999,1,0,0,0,0,0.25,0.0,0.0
MCH7682,,,4,31482.199999999997,10494.066666666666,1,1,1,0,0,0.25,0.25,0.25
MCH7737,Pal-Rama,DEPARTMENT STORE,4,37168.55,9292.1375,1,0,0,0,0,0.25,0.0,0.0
MCH7764,,,4,36891.31,9222.8275,1,0,0,0,0,0.25,0.0,0.0
MCH7778,,,4,69198.65,17299.6625,1,1,1,0,0,0.25,0.25,0.25
MCH7789,,,4,45607.11,11401.7775,1,0,0,0,0,0.25,0.0,0.0
MCH7800,,,4,47761.35,11940.3375,1,0,0,0,0,0.25,0.0,0.0
MCH7810,Bail Inc,BOOKS,4,26330.210000000003,8776.736666666668,1,1,1,0,0,0.25,0.25,0.25
MCH7860,"Pall, Som and Dalal",MISC_RETAIL,4,63874.44,15968.61,1,0,0,0,0,0.25,0.0,0.0
MCH7888,,,4,35969.71,8992.4275,1,1,1,0,0,0.25,0.25,0.25
MCH7923,,,4,37929.1,9482.275,1,0,0,0,0,0.25,0.0,0.0
MCH7927,,,4,36307.119999999995,9076.779999999999,1,0,0,0,0,0.25,0.0,0.0
MCH7962,,,4,49328.99,12332.2475,1,0,0,0,0,0.25,0.0,0.0
MCH7992,Goel Group,TELECOM,4,43224.0,10806.0,1,0,0,0,0,0.25,0.0,0.0
MCH8010,,,4,49295.28,12323.82,1,0,0,0,0,0.25,0.0,0.0
MCH8094,,,4,51920.72,12980.18,1,0,0,0,0,0.25,0.0,0.0
MCH8154,  Yohannan PLC  ,TRANSPORT,4,-1590.1100000000004,-397.5275000000001,1,0,0,0,0,0.25,0.0,0.0
MCH8181,Mall-Chatterjee,TRANSPORT,4,73551.19,18387.7975,1,1,1,0,0,0.25,0.25,0.25
MCH8193,,,4,38112.15,12704.050000000001,1,0,0,0,0,0.25,0.0,0.0
MCH8222,,,4,14747.140000000003,3686.7850000000008,1,0,0,0,0,0.25,0.0,0.0
MCH8305,,,4,21093.58,21093.58,1,1,1,0,0,0.25,0.25,0.25
MCH8323,,,4,60591.990000000005,15147.997500000001,1,1,1,0,0,0.25,0.25,0.25
MCH8357,,,4,49090.53,12272.6325,1,0,0,0,0,0.25,0.0,0.0
MCH8365,"Luthra, Kota and Choudhary",RETAIL,4,45770.63,11442.6575,1,0,0,4,0,0.25,0.0,0.0
MCH8405,Roy Ltd,APPAREL,4,37029.37,18514.685,1,1,1,0,0,0.25,0.25,0.25
MCH8420,,,4,63350.86,15837.715,1,1,1,0,0,0.25,0.25,0.25
MCH8445,CHAND INC,MISC_RETAIL,4,65188.770000000004,16297.192500000001,1,0,0,0,0,0.25,0.0,0.0
MCH8484,"Grover, Swamy and Johal",MEDICAL_STORE,4,53878.54,17959.513333333332,1,0,0,4,0,0.25,0.0,0.0
MCH8510,,,4,47474.630000000005,11868.657500000001,1,1,1,0,0,0.25,0.25,0.25
MCH8526,,,4,52526.68,13131.67,1,1,1,0,0,0.25,0.25,0.25
MCH8538,,,4,81397.44,20349.36,1,1,1,0,0,0.25,0.25,0.25
MCH8541,,,4,-7434.110000000001,-3717.0550000000003,1,0,0,0,0,0.25,0.0,0.0
MCH8542,,,4,85446.94,21361.735,1,0,0,0,0,0.25,0.0,0.0
MCH8555,Gopal LLC,BOOKS,4,30621.36,10207.12,1,1,1,0,0,0.25,0.25,0.25
MCH8556,"Rout, Dhillon and Sinha",BOOKS,4,37191.770000000004,9297.942500000001,1,1,1,0,0,0.25,0.25,0.25
MCH8645,"Desai, Agarwal and Handa",MOBILE RECHARGE,4,38609.770000000004,9652.442500000001,1,0,0,0,0,0.25,0.0,0.0
MCH8646,,,4,48956.509999999995,12239.127499999999,1,0,0,0,0,0.25,0.0,0.0
MCH8663,Khalsa Group,BOOKS,4,79911.85,19977.9625,1,1,1,0,0,0.25,0.25,0.25
MCH8705,"Sahota, Kale and Patil",TRANSPORT,4,27963.23,6990.8075,1,1,1,0,0,0.25,0.25,0.25
MCH8713,"Shere, Loke and Butala",PHONE SERVICE,4,92967.45,23241.8625,1,0,0,0,0,0.25,0.0,0.0
MCH8778,,,4,69543.83,17385.9575,1,0,0,0,0,0.25,0.0,0.0
MCH8812,,,4,21612.87,5403.2175,1,0,0,0,0,0.25,0.0,0.0
MCH8835,"Natarajan, Hegde and Varughese",MISC_RETAIL,4,19387.28,4846.82,1,0,0,0,0,0.25,0.0,0.0
MCH8851,"  Kanda, Kohli and Thaman  ",FOOD_SERVICES,4,61463.399999999994,15365.849999999999,1,0,0,0,0,0.25,0.0,0.0
MCH8858,,,4,59359.15,14839.7875,1,0,0,0,0,0.25,0.0,0.0
MCH8864,Lala-Ben,PHARMACY,4,52399.89,13099.9725,1,0,0,0,0,0.25,0.0,0.0
MCH8870,Solanki-Cherian,TRANSPORT,4,65671.55,16417.8875,1,1,1,0,0,0.25,0.25,0.25
MCH8881,,,4,59199.22,14799.805,1,0,0,0,0,0.25,0.0,0.0
MCH8885,"Dhawan,DevanandChokshi",APPAREL,4,36577.31,12192.436666666666,1,0,0,0,0,0.25,0.0,0.0
MCH8891,"Natt,ManeandPau",TELECOM,4,30557.73,10185.91,1,0,0,0,0,0.25,0.0,0.0
MCH8954,,,4,41975.990000000005,10493.997500000001,1,1,1,0,0,0.25,0.25,0.25
MCH8985,,,4,67402.09,16850.5225,1,0,0,0,0,0.25,0.0,0.0
MCH9008,"GOUR, AMBLE AND BAKSHI",GROCERY,4,71285.23999999999,17821.309999999998,1,0,0,0,0,0.25,0.0,0.0
MCH9015,PRASHAD INC,FOOD_SERVICES,4,36266.740000000005,9066.685000000001,1,0,0,0,0,0.25,0.0,0.0
MCH9042,,,4,11769.93,3923.31,1,0,0,0,0,0.25,0.0,0.0
MCH9057,Dayal Ltd,STATIONERY,4,37223.18,12407.726666666667,1,1,1,0,0,0.25,0.25,0.25
MCH9112,Saini-Sinha,APPAREL,4,6900.039999999997,1725.0099999999993,1,0,0,0,0,0.25,0.0,0.0
MCH9119,Dyal-Salvi,TELECOM,4,47636.200000000004,11909.050000000001,1,0,0,0,0,0.25,0.0,0.0
MCH9120,sood ltd,HOTEL_LODGING,4,15907.94,5302.6466666666665,1,0,0,0,0,0.25,0.0,0.0
MCH9133,"Rai, Nadig and Karpe",TRANSPORT,4,20060.25,5015.0625,1,0,0,0,0,0.25,0.0,0.0
MCH9139,,,4,-6571.420000000001,-2190.473333333334,1,0,0,0,0,0.25,0.0,0.0
MCH9177,,,4,35317.33,8829.3325,1,0,0,0,0,0.25,0.0,0.0
MCH9186,,,4,21028.39,7009.463333333333,1,1,1,0,0,0.25,0.25,0.25
MCH9200,,,4,38316.149999999994,9579.037499999999,1,0,0,0,0,0.25,0.0,0.0
MCH9245,zachariah-suri,RETAIL,4,34923.899999999994,11641.299999999997,1,1,1,0,0,0.25,0.25,0.25
MCH9260,,,4,39300.32,9825.08,1,1,1,0,0,0.25,0.25,0.25
