txn_id,user_id,merchant_id,amount_numeric,fraud_risk_score,fraud_risk_band,fraud_chargeback_flag,chargeback_flag,strong_identity_anomaly_flag,repeated_chargeback_user_flag,high_chargeback_merchant_flag,component_id
TXN00010678,USR62860,MCH8273,15357.93,0.0,LOW,False,False,0.0,0,0,923
TXN00004727,USR82116,MCH8155,22875.89,0.0,LOW,False,False,0.0,0,0,1331
TXN00018075,USR13840,MCH4253,1602.45,0.0,LOW,False,False,0.0,0,0,1732
TXN00016326,USR76856,MCH6239,,15.0,LOW,False,True,0.0,0,0,61
TXN00009574,USR13082,MCH4608,1292.85,0.0,LOW,False,False,0.0,0,0,1003
TXN00007800,USR94084,MCH6154,6594.2,0.0,LOW,False,False,0.0,0,0,1733
TXN00018773,USR32326,MCH2449,18730.13,5.0,LOW,False,False,0.0,0,0,1550
TXN00007282,USR11511,MCH7016,1348.88,15.0,LOW,False,True,0.0,0,0,1412
TXN00018499,USR49006,MCH5686,3257.57,0.0,LOW,False,False,0.0,0,0,1734
TXN00005580,USR30667,MCH3841,10983.88,15.0,LOW,False,True,0.0,0,0,1735
TXN00012005,USR91531,MCH4058,13221.86,0.0,LOW,False,False,0.0,0,0,1736
TXN00014647,USR78848,MCH1497,-22032.43,0.0,LOW,False,False,0.0,0,0,1737
TXN00011733,USR51754,MCH9539,,0.0,LOW,False,False,0.0,0,0,1260
TXN00018737,USR73756,MCH3786,,0.0,LOW,False,False,0.0,0,0,1738
TXN00017914,USR55995,MCH4472,23020.96,15.0,LOW,False,False,1.0,0,0,166
TXN00006190,USR81299,MCH9950,3649.26,0.0,LOW,False,False,0.0,0,0,466
TXN00008984,USR23292,MCH9283,13840.16,0.0,LOW,False,False,0.0,0,0,1739
TXN00013656,USR30884,MCH8096,,0.0,LOW,False,False,0.0,0,0,1740
TXN00006403,USR14612,MCH2659,5095.74,0.0,LOW,False,False,0.0,0,0,1741
TXN00018250,USR69720,MCH6423,,15.0,LOW,False,True,0.0,0,0,76
TXN00019755,USR80059,MCH7058,24587.5,3.0,LOW,False,False,0.0,0,0,1742
TXN00009167,USR44047,MCH1543,21350.17,25.0,MEDIUM,False,True,0.0,1,0,158
TXN00005493,USR92689,MCH8802,14211.03,0.0,LOW,False,False,0.0,0,0,1743
TXN00010268,USR24383,MCH5990,9954.85,0.0,LOW,False,False,0.0,0,0,1744
TXN00019356,USR27788,MCH5280,21102.97,50.0,HIGH,True,True,0.0,0,0,624
TXN00002969,USR77070,MCH7846,23677.8,0.0,LOW,False,False,0.0,0,0,1021
TXN00010944,USR52823,MCH4399,,0.0,LOW,False,False,0.0,0,0,549
TXN00010723,USR48748,MCH5868,12730.0,0.0,LOW,False,False,0.0,0,0,1745
TXN00011428,USR46634,MCH3015,16846.05,0.0,LOW,False,False,0.0,0,0,849
TXN00000856,USR39933,MCH8136,4775.29,0.0,LOW,False,False,0.0,0,0,1514
TXN00001473,USR22648,MCH6351,21964.1,0.0,LOW,False,False,0.0,0,0,46
TXN00011057,USR96844,MCH8282,14988.49,0.0,LOW,False,False,0.0,0,0,575
TXN00014771,USR38519,MCH2897,21486.97,0.0,LOW,False,False,0.0,0,0,561
TXN00007418,USR28017,MCH9725,4553.39,0.0,LOW,False,False,0.0,0,0,601
TXN00005920,USR61214,MCH4587,,0.0,LOW,False,False,0.0,0,0,1746
TXN00018138,USR92429,MCH9870,22073.3,0.0,LOW,False,False,0.0,0,0,494
TXN00016110,USR46057,MCH9228,3971.95,0.0,LOW,False,False,0.0,0,0,1747
TXN00001236,USR31402,MCH8645,9219.47,0.0,LOW,False,False,0.0,0,0,175
TXN00002223,USR24602,MCH5014,2422.4,0.0,LOW,False,False,0.0,0,0,1748
TXN00000330,USR54510,MCH6555,,0.0,LOW,False,False,0.0,0,0,1749
TXN00008595,USR47876,MCH2482,18510.42,0.0,LOW,False,False,0.0,0,0,480
TXN00011675,USR38035,MCH3828,931.96,0.0,LOW,False,False,0.0,0,0,1750
TXN00012582,USR89165,MCH7222,22877.77,0.0,LOW,False,False,0.0,0,0,425
TXN00003996,USR32956,MCH9890,,0.0,LOW,False,False,0.0,0,0,1751
TXN00011903,USR75127,MCH4779,17032.5,0.0,LOW,False,False,0.0,0,0,450
TXN00010718,USR58806,MCH6839,4893.61,0.0,LOW,False,False,0.0,0,0,1752
TXN00007697,USR60888,MCH3338,10366.6,0.0,LOW,False,False,0.0,0,0,1658
TXN00018478,USR32295,MCH9557,6555.13,0.0,LOW,False,False,0.0,0,0,183
TXN00006093,USR29207,MCH5344,8474.94,0.0,LOW,False,False,0.0,0,0,1076
TXN00012787,USR58973,MCH5761,916.01,5.0,LOW,False,False,0.0,0,0,1753
TXN00011696,USR14263,MCH6240,8378.08,0.0,LOW,False,False,0.0,0,0,575
TXN00016487,USR56029,MCH4039,24157.24,3.0,LOW,False,False,0.0,0,0,1142
TXN00004431,USR41460,MCH6488,16941.87,0.0,LOW,False,False,0.0,0,0,1754
TXN00019929,USR62705,MCH1140,22721.59,0.0,LOW,False,False,0.0,0,0,1755
TXN00010710,USR64322,MCH8809,2913.36,0.0,LOW,False,False,0.0,0,0,1756
TXN00013682,USR94093,MCH8419,21239.45,0.0,LOW,False,False,0.0,0,0,1757
TXN00011124,USR83436,MCH9287,,0.0,LOW,False,False,0.0,0,0,1181
TXN00015353,USR76982,MCH1981,,0.0,LOW,False,False,0.0,0,0,1758
TXN00001865,USR85269,MCH4708,,0.0,LOW,False,False,0.0,0,0,1759
TXN00002242,USR37581,MCH5709,876.41,0.0,LOW,False,False,0.0,0,0,1318
TXN00018413,USR90528,MCH1557,23749.52,8.0,LOW,False,False,0.0,0,0,1760
TXN00016509,USR89429,MCH4510,5380.26,5.0,LOW,False,False,0.0,0,0,1761
TXN00014056,USR35988,MCH5428,,15.0,LOW,False,False,1.0,0,0,1762
TXN00000118,USR59716,MCH2815,4672.39,0.0,LOW,False,False,0.0,0,0,45
TXN00006921,USR19823,MCH8527,23360.93,0.0,LOW,False,False,0.0,0,0,1763
TXN00009835,USR50635,MCH6611,2980.13,0.0,LOW,False,False,0.0,0,0,1764
TXN00008861,USR17528,MCH6475,12648.5,0.0,LOW,False,False,0.0,0,0,1765
TXN00011922,USR30902,MCH3129,-5781.2,0.0,LOW,False,False,0.0,0,0,1766
TXN00009313,USR60998,MCH9964,17711.02,17.0,LOW,False,True,0.0,0,0,1733
TXN00003597,USR39454,MCH8540,5753.37,10.0,LOW,False,False,0.0,0,1,365
TXN00018163,USR22348,MCH6678,20297.15,30.0,MEDIUM,False,False,1.0,0,1,1166
TXN00017335,USR23462,MCH7319,-5024.09,0.0,LOW,False,False,0.0,0,0,1767
TXN00010721,USR40267,MCH8264,16972.61,0.0,LOW,False,False,0.0,0,0,1768
TXN00013048,USR97230,MCH5427,14017.45,0.0,LOW,False,False,0.0,0,0,1769
TXN00000730,USR17836,MCH1543,4099.76,0.0,LOW,False,False,0.0,0,0,158
TXN00011053,USR70654,MCH6669,16368.99,0.0,LOW,False,False,0.0,0,0,1770
TXN00008519,USR98806,MCH6298,-11438.34,0.0,LOW,False,False,0.0,0,0,1110
TXN00014462,USR48840,MCH2211,19337.72,0.0,LOW,False,False,0.0,0,0,1771
TXN00018207,USR16699,MCH5926,14301.17,20.0,MEDIUM,False,False,1.0,0,0,1772
TXN00016453,USR10667,MCH4367,550.83,0.0,LOW,False,False,0.0,0,0,1773
TXN00017650,USR50681,MCH3172,24871.3,3.0,LOW,False,False,0.0,0,0,959
TXN00017118,USR86586,MCH3341,7274.71,0.0,LOW,False,False,0.0,0,0,446
TXN00019368,USR26301,MCH2581,1604.48,0.0,LOW,False,False,0.0,0,0,1774
TXN00004966,USR84442,MCH4623,5408.63,0.0,LOW,False,False,0.0,0,0,1775
TXN00015941,USR77108,MCH8380,10906.87,0.0,LOW,False,False,0.0,0,0,1401
TXN00003464,USR99526,MCH9556,-14986.56,0.0,LOW,False,False,0.0,0,0,189
TXN00001625,USR23506,MCH8330,4390.82,15.0,LOW,False,False,1.0,0,0,455
TXN00010764,USR93257,MCH8109,5679.49,0.0,LOW,False,False,0.0,0,0,821
TXN00007385,USR29882,MCH6788,17189.05,0.0,LOW,False,False,0.0,0,0,1776
TXN00014785,USR14506,MCH7578,11120.69,25.0,MEDIUM,False,True,0.0,1,0,1777
TXN00011768,USR10440,MCH5971,1314.1,0.0,LOW,False,False,0.0,0,0,638
TXN00000052,USR98079,MCH1377,19380.57,0.0,LOW,False,False,0.0,0,0,1778
TXN00001548,USR49320,MCH8140,13760.16,0.0,LOW,False,False,0.0,0,0,1779
TXN00015984,USR58461,MCH1024,16097.07,0.0,LOW,False,False,0.0,0,0,1243
TXN00017455,USR10579,MCH9321,7969.22,15.0,LOW,False,False,0.0,1,0,607
TXN00008798,USR90614,MCH1923,12674.18,0.0,LOW,False,False,0.0,0,0,1780
TXN00014249,USR31365,MCH4734,10639.63,0.0,LOW,False,False,0.0,0,0,1781
TXN00004240,USR53412,MCH3768,8290.49,0.0,LOW,False,False,0.0,0,0,1782
TXN00005373,USR18410,MCH4387,10800.86,0.0,LOW,False,False,0.0,0,0,1783
TXN00019398,USR35672,MCH5683,,0.0,LOW,False,False,0.0,0,0,1784
TXN00006290,USR81589,MCH8162,11310.86,15.0,LOW,False,True,0.0,0,0,1785
TXN00015832,USR14356,MCH2714,7484.01,5.0,LOW,False,False,0.0,0,0,1786
TXN00014356,USR11435,MCH3208,10708.92,0.0,LOW,False,False,0.0,0,0,375
TXN00014410,USR89295,MCH7985,10950.61,20.0,MEDIUM,False,True,0.0,0,0,972
TXN00017289,USR60457,MCH9798,17970.2,0.0,LOW,False,False,0.0,0,0,1787
TXN00009181,USR13318,MCH2855,10738.78,0.0,LOW,False,False,0.0,0,0,103
TXN00014506,USR42151,MCH2752,11715.55,15.0,LOW,False,False,1.0,0,0,806
TXN00013992,USR96360,MCH4591,14835.55,0.0,LOW,False,False,0.0,0,0,1788
TXN00015830,USR11603,MCH7871,1833.27,15.0,LOW,False,False,1.0,0,0,1789
TXN00012883,USR45319,MCH3699,13828.86,0.0,LOW,False,False,0.0,0,0,1285
TXN00006705,USR74268,MCH7969,11489.06,0.0,LOW,False,False,0.0,0,0,896
TXN00005022,USR38931,MCH8483,10890.55,0.0,LOW,False,False,0.0,0,0,268
TXN00004219,USR63046,MCH5650,17235.87,0.0,LOW,False,False,0.0,0,0,1790
TXN00011718,USR46516,MCH5464,17388.22,0.0,LOW,False,False,0.0,0,0,1346
TXN00006129,USR84792,MCH2854,3790.09,0.0,LOW,False,False,0.0,0,0,781
TXN00001782,USR44520,MCH3568,,0.0,LOW,False,False,0.0,0,0,1791
TXN00000891,USR34905,MCH9870,18059.45,0.0,LOW,False,False,0.0,0,0,494
TXN00016891,USR80054,MCH3781,15287.71,0.0,LOW,False,False,0.0,0,0,1792
TXN00012535,USR11348,MCH8129,3744.3,0.0,LOW,False,False,0.0,0,0,1279
TXN00016896,USR47961,MCH4083,16549.11,15.0,LOW,False,False,1.0,0,0,544
TXN00019976,USR26884,MCH7767,21715.71,0.0,LOW,False,False,0.0,0,0,524
TXN00015475,USR88829,MCH3681,12719.36,0.0,LOW,False,False,0.0,0,0,1793
TXN00004123,USR52800,MCH5375,17448.84,5.0,LOW,False,False,0.0,0,0,683
TXN00009134,USR70017,MCH2297,6721.24,0.0,LOW,False,False,0.0,0,0,1415
TXN00007829,USR60674,MCH9322,14021.76,0.0,LOW,False,False,0.0,0,0,1794
TXN00005510,USR75099,MCH9919,11605.0,15.0,LOW,False,False,1.0,0,0,1267
TXN00014723,USR71986,MCH6174,8870.65,0.0,LOW,False,False,0.0,0,0,1795
TXN00011098,USR24952,MCH8046,20658.47,0.0,LOW,False,False,0.0,0,0,1796
TXN00004257,USR14010,MCH2356,24943.76,8.0,LOW,False,False,0.0,0,0,1797
TXN00006651,USR31831,MCH9670,2228.44,0.0,LOW,False,False,0.0,0,0,1798
TXN00016691,USR90735,MCH6116,17941.25,0.0,LOW,False,False,0.0,0,0,1799
TXN00012069,USR64104,MCH2880,21587.44,0.0,LOW,False,False,0.0,0,0,557
TXN00016026,USR74730,MCH7147,12638.33,0.0,LOW,False,False,0.0,0,0,1800
TXN00008763,USR77733,MCH6941,,15.0,LOW,False,False,1.0,0,0,1801
TXN00016343,USR24575,MCH9041,18795.41,0.0,LOW,False,False,0.0,0,0,1802
TXN00017204,USR45182,MCH4197,9543.47,45.0,HIGH,True,True,0.0,0,0,207
TXN00000491,USR85148,MCH7278,11396.86,15.0,LOW,False,True,0.0,0,0,500
TXN00008428,USR50563,MCH8211,-24646.6,0.0,LOW,False,False,0.0,0,0,1803
TXN00012458,USR39764,MCH4254,11719.81,0.0,LOW,False,False,0.0,0,0,1804
TXN00015421,USR92285,MCH8122,,0.0,LOW,False,False,0.0,0,0,1805
TXN00014734,USR58080,MCH5489,16921.65,0.0,LOW,False,False,0.0,0,0,1806
TXN00010503,USR33356,MCH5116,18480.73,0.0,LOW,False,False,0.0,0,0,1807
TXN00017672,USR21319,MCH5884,17783.57,0.0,LOW,False,False,0.0,0,0,1808
TXN00001827,USR34386,MCH8992,1058.36,0.0,LOW,False,False,0.0,0,0,1349
TXN00014426,USR55594,MCH4220,19236.78,20.0,MEDIUM,False,True,0.0,0,0,1809
TXN00014234,USR36174,MCH7771,22368.91,0.0,LOW,False,False,0.0,0,0,1810
TXN00001527,USR31710,MCH3845,7128.97,0.0,LOW,False,False,0.0,0,0,1419
TXN00013686,USR46124,MCH9632,4492.04,0.0,LOW,False,False,0.0,0,0,1811
TXN00019313,USR52702,MCH3772,5507.23,0.0,LOW,False,False,0.0,0,0,466
TXN00016977,USR77740,MCH1183,6113.54,5.0,LOW,False,False,0.0,0,0,1433
TXN00018047,USR64897,MCH9951,21232.97,15.0,LOW,False,False,1.0,0,0,1812
TXN00011352,USR26159,MCH3966,119.31,0.0,LOW,False,False,0.0,0,0,492
TXN00004169,USR84473,MCH6822,7879.81,45.0,HIGH,True,True,0.0,0,0,1813
TXN00014064,USR49094,MCH4994,,0.0,LOW,False,False,0.0,0,0,1814
TXN00007148,USR32560,MCH3406,5484.29,2.0,LOW,False,False,0.0,0,0,84
TXN00004986,USR22594,MCH3309,3837.08,0.0,LOW,False,False,0.0,0,0,196
TXN00015254,USR74764,MCH1474,18948.58,15.0,LOW,False,False,1.0,0,0,858
TXN00016464,USR10674,MCH8332,17436.98,0.0,LOW,False,False,0.0,0,0,1815
TXN00014475,USR57863,MCH1346,9768.99,0.0,LOW,False,False,0.0,0,0,1816
TXN00004604,USR18314,MCH6487,9262.1,0.0,LOW,False,False,0.0,0,0,394
TXN00018757,USR53231,MCH6050,-5599.64,0.0,LOW,False,False,0.0,0,0,1032
TXN00012627,USR33627,MCH3396,8975.45,0.0,LOW,False,False,0.0,0,0,1817
TXN00003715,USR80439,MCH6127,24752.82,3.0,LOW,False,False,0.0,0,0,1818
TXN00005962,USR36557,MCH3038,23679.35,60.0,CRITICAL,True,True,1.0,0,0,1819
TXN00012286,USR39712,MCH4350,19130.14,0.0,LOW,False,False,0.0,0,0,1552
TXN00019851,USR34878,MCH3431,9814.98,2.0,LOW,False,False,0.0,0,0,241
TXN00002505,USR84289,MCH5075,5019.86,0.0,LOW,False,False,0.0,0,0,1820
TXN00003138,USR11469,MCH3484,18450.56,0.0,LOW,False,False,0.0,0,0,1821
TXN00001733,USR21648,MCH1597,13180.77,0.0,LOW,False,False,0.0,0,0,1822
TXN00014507,USR87428,MCH9886,22133.22,0.0,LOW,False,False,0.0,0,0,1823
TXN00002624,USR25987,MCH6340,22749.48,50.0,HIGH,True,True,0.0,0,0,1763
TXN00001541,USR61088,MCH8087,17729.07,0.0,LOW,False,False,0.0,0,0,1824
TXN00012293,USR33863,MCH3622,-24709.86,5.0,LOW,False,False,0.0,0,0,1825
TXN00004307,USR15299,MCH6580,,5.0,LOW,False,False,0.0,0,0,1341
TXN00001372,USR70874,MCH8066,4532.61,0.0,LOW,False,False,0.0,0,0,1001
TXN00010286,USR75251,MCH9283,2712.0,0.0,LOW,False,False,0.0,0,0,1739
TXN00010688,USR48375,MCH4427,1789.46,0.0,LOW,False,False,0.0,0,0,1821
TXN00013885,USR49466,MCH5724,,0.0,LOW,False,False,0.0,0,0,1135
TXN00015904,USR39311,MCH8794,5539.54,0.0,LOW,False,False,0.0,0,0,1826
TXN00013450,USR94197,MCH1190,4717.99,0.0,LOW,False,False,0.0,0,0,262
TXN00013528,USR30937,MCH2900,7058.24,0.0,LOW,False,False,0.0,0,0,1319
TXN00007422,USR29836,MCH4988,17254.98,0.0,LOW,False,False,0.0,0,0,1827
TXN00001935,USR53488,MCH8516,16914.93,0.0,LOW,False,False,0.0,0,0,737
TXN00010131,USR11353,MCH2150,24837.6,3.0,LOW,False,False,0.0,0,0,1233
TXN00016316,USR92837,MCH6924,12562.34,25.0,MEDIUM,False,True,0.0,0,1,466
TXN00009739,USR84843,MCH7276,7801.32,0.0,LOW,False,False,0.0,0,0,1263
TXN00011514,USR64277,MCH7724,,0.0,LOW,False,False,0.0,0,0,30
TXN00012617,USR79070,MCH4045,2051.78,0.0,LOW,False,False,0.0,0,0,1371
TXN00017808,USR73677,MCH8413,17677.85,0.0,LOW,False,False,0.0,0,0,1828
TXN00007462,USR53574,MCH6101,9188.27,0.0,LOW,False,False,0.0,0,0,1829
TXN00002101,USR50254,MCH5971,22878.1,0.0,LOW,False,False,0.0,0,0,638
TXN00015916,USR38138,MCH1430,10210.75,0.0,LOW,False,False,0.0,0,0,1830
TXN00001686,USR15225,MCH4432,21551.74,0.0,LOW,False,False,0.0,0,0,1831
TXN00004399,USR61222,MCH6734,4255.48,0.0,LOW,False,False,0.0,0,0,1832
TXN00008569,USR85708,MCH1752,11209.54,15.0,LOW,False,False,1.0,0,0,1213
TXN00002091,USR60961,MCH6701,19392.54,55.0,HIGH,True,True,0.0,0,1,1833
TXN00019354,USR50745,MCH3234,9965.05,0.0,LOW,False,False,0.0,0,0,136
TXN00018726,USR12863,MCH3625,7202.98,0.0,LOW,False,False,0.0,0,0,1834
TXN00001841,USR51963,MCH6291,9310.45,0.0,LOW,False,False,0.0,0,0,1271
TXN00005416,USR48091,MCH5283,9663.33,2.0,LOW,False,False,0.0,0,0,966
TXN00018685,USR36842,MCH8611,,0.0,LOW,False,False,0.0,0,0,1835
TXN00014967,USR49654,MCH7649,,0.0,LOW,False,False,0.0,0,0,1836
TXN00012403,USR97522,MCH3472,10286.57,15.0,LOW,False,True,0.0,0,0,1837
TXN00013137,USR44377,MCH5743,23446.05,0.0,LOW,False,False,0.0,0,0,560
TXN00014491,USR51423,MCH5610,21752.5,55.0,HIGH,True,True,0.0,1,0,1719
TXN00015391,USR77708,MCH8972,3748.45,0.0,LOW,False,False,0.0,0,0,1838
TXN00007058,USR49352,MCH8988,6181.67,0.0,LOW,False,False,0.0,0,0,1839
TXN00007563,USR20303,MCH9836,2843.54,0.0,LOW,False,False,0.0,0,0,1840
TXN00019793,USR36939,MCH1564,12436.39,0.0,LOW,False,False,0.0,0,0,1841
TXN00012209,USR95489,MCH7933,8802.15,2.0,LOW,False,False,0.0,0,0,1842
TXN00003064,USR76962,MCH5213,15594.98,0.0,LOW,False,False,0.0,0,0,13
TXN00001264,USR77698,MCH3815,11385.95,0.0,LOW,False,False,0.0,0,0,121
TXN00013518,USR35120,MCH2616,23196.78,0.0,LOW,False,False,0.0,0,0,272
TXN00015450,USR13242,MCH5926,,0.0,LOW,False,False,0.0,0,0,1772
TXN00011467,USR34029,MCH4072,3343.65,0.0,LOW,False,False,0.0,0,0,1843
TXN00007361,USR97821,MCH4888,17615.3,0.0,LOW,False,False,0.0,0,0,1844
TXN00005874,USR19837,MCH8851,20750.19,15.0,LOW,False,True,0.0,0,0,143
TXN00002439,USR98629,MCH8157,13539.78,0.0,LOW,False,False,0.0,0,0,1845
TXN00016072,USR20114,MCH5670,14301.76,0.0,LOW,False,False,0.0,0,0,396
TXN00013957,USR11488,MCH6130,2003.29,0.0,LOW,False,False,0.0,0,0,1846
TXN00011893,USR47877,MCH3674,3107.24,0.0,LOW,False,False,0.0,0,0,938
TXN00002835,USR46769,MCH6647,9951.94,0.0,LOW,False,False,0.0,0,0,1253
TXN00006916,USR50231,MCH6413,4327.21,0.0,LOW,False,False,0.0,0,0,1847
TXN00001126,USR36081,MCH6912,13775.93,0.0,LOW,False,False,0.0,0,0,968
TXN00019542,USR37223,MCH5671,14297.02,0.0,LOW,False,False,0.0,0,0,1848
TXN00017138,USR70485,MCH5596,17475.58,0.0,LOW,False,False,0.0,0,0,1849
TXN00005698,USR83985,MCH2980,10142.74,0.0,LOW,False,False,0.0,0,0,1850
TXN00011131,USR21721,MCH6812,19393.61,0.0,LOW,False,False,0.0,0,0,1851
TXN00014679,USR98268,MCH4867,10134.1,0.0,LOW,False,False,0.0,0,0,996
TXN00006297,USR20434,MCH3500,8761.16,5.0,LOW,False,False,0.0,0,0,1852
TXN00018864,USR37690,MCH7121,3750.44,5.0,LOW,False,False,0.0,0,0,1853
TXN00001901,USR80568,MCH2286,13860.12,0.0,LOW,False,False,0.0,0,0,472
TXN00016864,USR98737,MCH1406,10790.83,0.0,LOW,False,False,0.0,0,0,1854
TXN00010848,USR52951,MCH2553,22228.42,15.0,LOW,False,False,1.0,0,0,1855
TXN00016656,USR65099,MCH1080,12790.96,0.0,LOW,False,False,0.0,0,0,995
TXN00018240,USR38825,MCH1761,7879.59,0.0,LOW,False,False,0.0,0,0,1856
TXN00015162,USR62803,MCH5942,13234.46,0.0,LOW,False,False,0.0,0,0,1157
TXN00008547,USR54146,MCH9219,20078.11,0.0,LOW,False,False,0.0,0,0,1558
TXN00003913,USR14757,MCH2258,169.41,0.0,LOW,False,False,0.0,0,0,69
TXN00001811,USR94920,MCH2675,16510.96,0.0,LOW,False,False,0.0,0,0,1857
TXN00009812,USR43996,MCH8869,,15.0,LOW,False,True,0.0,0,0,274
TXN00000662,USR52601,MCH8256,24663.02,3.0,LOW,False,False,0.0,0,0,652
TXN00004624,USR34922,MCH5735,17261.17,0.0,LOW,False,False,0.0,0,0,109
TXN00016833,USR16389,MCH2884,14338.69,0.0,LOW,False,False,0.0,0,0,279
TXN00000048,USR95865,MCH1859,13006.5,0.0,LOW,False,False,0.0,0,0,227
TXN00007892,USR75842,MCH1399,12594.22,0.0,LOW,False,False,0.0,0,0,1858
TXN00003111,USR50619,MCH1045,15945.83,45.0,HIGH,True,True,0.0,0,0,1226
TXN00019320,USR65361,MCH2003,24903.81,3.0,LOW,False,False,0.0,0,0,1859
TXN00010479,USR42422,MCH7889,12186.37,45.0,HIGH,True,True,0.0,0,0,537
TXN00007408,USR39098,MCH7598,24266.99,3.0,LOW,False,False,0.0,0,0,1860
TXN00012238,USR54659,MCH7324,-22456.75,2.0,LOW,False,False,0.0,0,0,1861
TXN00002558,USR82256,MCH3181,7496.15,0.0,LOW,False,False,0.0,0,0,1862
TXN00011554,USR80849,MCH9394,,0.0,LOW,False,False,0.0,0,0,1863
TXN00015559,USR45842,MCH3138,23000.82,0.0,LOW,False,False,0.0,0,0,1278
TXN00000992,USR23489,MCH3344,17370.46,0.0,LOW,False,False,0.0,0,0,1864
TXN00006884,USR12243,MCH8217,11642.52,0.0,LOW,False,False,0.0,0,0,1865
TXN00002151,USR61107,MCH7564,8386.85,0.0,LOW,False,False,0.0,0,0,1866
TXN00016298,USR50558,MCH2920,22710.48,0.0,LOW,False,False,0.0,0,0,251
TXN00001029,USR83831,MCH5706,7984.32,0.0,LOW,False,False,0.0,0,0,461
TXN00016153,USR97525,MCH3747,14147.54,0.0,LOW,False,False,0.0,0,0,1867
TXN00013443,USR27778,MCH5096,,0.0,LOW,False,False,0.0,0,0,1868
TXN00018511,USR41927,MCH1396,13648.97,0.0,LOW,False,False,0.0,0,0,1564
TXN00008356,USR19007,MCH5177,7938.21,25.0,MEDIUM,False,True,0.0,0,1,536
TXN00013275,USR49292,MCH7860,17807.58,15.0,LOW,False,True,0.0,0,0,1202
TXN00006930,USR90511,MCH8384,15957.12,0.0,LOW,False,False,0.0,0,0,1544
TXN00019656,USR79042,MCH2788,-17119.94,15.0,LOW,False,False,1.0,0,0,1626
TXN00017609,USR38921,MCH2388,-10547.82,0.0,LOW,False,False,0.0,0,0,983
TXN00004814,USR89332,MCH6538,12799.39,55.0,HIGH,True,True,0.0,0,1,1273
TXN00001445,USR84984,MCH3962,21704.87,0.0,LOW,False,False,0.0,0,0,1869
TXN00000808,USR86576,MCH9897,23139.96,0.0,LOW,False,False,0.0,0,0,813
TXN00018287,USR20988,MCH3852,1178.96,0.0,LOW,False,False,0.0,0,0,561
TXN00017822,USR40957,MCH8619,,0.0,LOW,False,False,0.0,0,0,500
TXN00002907,USR11430,MCH5306,24327.22,3.0,LOW,False,False,0.0,0,0,1716
TXN00016371,USR18707,MCH4101,14706.44,0.0,LOW,False,False,0.0,0,0,1870
TXN00014692,USR19887,MCH5277,4777.9,2.0,LOW,False,False,0.0,0,0,1871
TXN00004979,USR92424,MCH5721,33.58,0.0,LOW,False,False,0.0,0,0,1473
TXN00000827,USR73602,MCH1535,8665.19,0.0,LOW,False,False,0.0,0,0,855
TXN00017146,USR70770,MCH2600,16750.57,0.0,LOW,False,False,0.0,0,0,5
TXN00016630,USR50116,MCH1158,6797.26,0.0,LOW,False,False,0.0,0,0,354
TXN00005669,USR79181,MCH9112,1414.79,0.0,LOW,False,False,0.0,0,0,1872
TXN00015035,USR30035,MCH1834,15230.95,0.0,LOW,False,False,0.0,0,0,999
TXN00015648,USR45959,MCH5831,20517.43,0.0,LOW,False,False,0.0,0,0,1873
TXN00009448,USR96466,MCH5688,17904.42,0.0,LOW,False,False,0.0,0,0,1874
TXN00003436,USR77729,MCH9906,9736.87,5.0,LOW,False,False,0.0,0,0,894
TXN00001268,USR25775,MCH6008,12003.67,0.0,LOW,False,False,0.0,0,0,1875
TXN00000294,USR52875,MCH9995,9011.16,0.0,LOW,False,False,0.0,0,0,1876
TXN00008396,USR80804,MCH1234,,0.0,LOW,False,False,0.0,0,0,1877
TXN00018182,USR20311,MCH3924,2698.39,0.0,LOW,False,False,0.0,0,0,1878
TXN00005699,USR86132,MCH5057,24602.4,13.0,LOW,False,False,0.0,0,1,968
TXN00017922,USR50418,MCH3088,23524.51,0.0,LOW,False,False,0.0,0,0,1879
TXN00004501,USR44782,MCH9431,14986.49,25.0,MEDIUM,False,False,1.0,0,1,1880
TXN00004028,USR75949,MCH3134,3916.36,15.0,LOW,False,True,0.0,0,0,1881
TXN00008847,USR35423,MCH4953,23328.5,0.0,LOW,False,False,0.0,0,0,1603
TXN00007674,USR72700,MCH5673,13200.02,15.0,LOW,False,False,1.0,0,0,1882
TXN00014185,USR61346,MCH1647,-14051.83,15.0,LOW,False,False,1.0,0,0,759
TXN00004264,USR74469,MCH1614,,0.0,LOW,False,False,0.0,0,0,1392
TXN00005394,USR30787,MCH1205,14581.81,0.0,LOW,False,False,0.0,0,0,218
TXN00014547,USR52240,MCH4991,13126.68,0.0,LOW,False,False,0.0,0,0,1133
TXN00009377,USR56365,MCH9189,17386.02,0.0,LOW,False,False,0.0,0,0,783
TXN00015453,USR66003,MCH6473,24716.53,5.0,LOW,False,False,0.0,0,0,1883
TXN00002533,USR57869,MCH3338,7372.54,0.0,LOW,False,False,0.0,0,0,1658
TXN00005636,USR37899,MCH7269,1434.49,25.0,MEDIUM,False,True,0.0,1,0,375
TXN00007802,USR31804,MCH8185,3085.07,15.0,LOW,False,False,1.0,0,0,1884
TXN00001412,USR34199,MCH6958,-2806.87,15.0,LOW,False,True,0.0,0,0,1885
TXN00015189,USR13067,MCH7892,5360.76,45.0,HIGH,True,True,0.0,0,0,1886
